content,reviewCreatedVersion,score,cleaned_content
"ini dana kenapa dah,login gabisa udh lama gabisa login kecuali hpus dana lalu donwload lagi baru bisa login,udh coba smua cara ttp gbisa,tolong dong ini gimana caranya biar balik seperti semula,capek hapus donwload trus",2.116.0,1,"ini dana kenapa dah,login gabisa udh lama gabisa login kecuali hpus dana lalu donwload lagi baru bisa login,udh coba smua cara ttp gbisa,tolong dong ini gimana caranya biar balik seperti semula,capek hapus donwload trus"
saya kasih 2 karna dana cicil masih ga aktif,2.113.1,2,saya kasih 2 karna dana cicil masih ga aktif
e-wallet paling rentang gangguan apalagi pas transaksi,2.110.0,1,e wallet paling rentang gangguan apalagi pas transaksi
dana tidak bisa login padahal akun udah premium masih mintak otp...kalau kartu tidak aktif tidak bisa login lgi ke akun yg udah premium,2.114.1,1,dana tidak bisa login padahal akun udah premium masih mintak otp...kalau kartu tidak aktif tidak bisa login lgi ke akun yg udah premium
"Untuk pemindahan akun dari nomor lama ke nomor baru, tdk bisa saya lakukan... Nomor lama kena jambret brikut hpnya. Dan untuk pemindahan akunnya tdk sperti versi lama yg hanya melakukan verifikasi wajah. Semakin ribet.. Alhasil saldo di akun lama jadi terpendam tdk terpakai",2.122.0,1,"untuk pemindahan akun dari nomor lama ke nomor baru, tdk bisa saya lakukan... nomor lama kena jambret brikut hpnya. dan untuk pemindahan akunnya tdk sperti versi lama yg hanya melakukan verifikasi wajah. semakin ribet.. alhasil saldo di akun lama jadi terpendam tdk terpakai"
jangan pake dana aplikasi y lemot,2.112.0,1,jangan pake dana aplikasi y lemot
ya Allah sering banget hilang uang di aplikasi dana ini mana ga pernah ada respon dan ga pernah balik lagi uangnya,2.118.0,1,ya allah sering banget hilang uang di aplikasi dana ini mana ga pernah ada respon dan ga pernah balik lagi uangnya
sangat kecewa sekali ketika memasukan no lama yang udah terdaftar selalu GK bisa mohon di perbaiki,2.123.2,1,sangat kecewa sekali ketika memasukan no lama yang udah terdaftar selalu gk bisa mohon di perbaiki
"saya melakukan transaksi dan gagal, tetapi saldo saya tetap berkurang, mau menghubungi customer service tetapi sangat lag, ini masalah yang cukup serius! saya merasa sangat dirugikan!",2.110.0,1,"saya melakukan transaksi dan gagal, tetapi saldo saya tetap berkurang, mau menghubungi customer service tetapi sangat lag, ini masalah yang cukup serius! saya merasa sangat dirugikan!"
"aneh setiap saya ngisin dana pasti uang hilang, nih apk yg tidak di saran kan",2.115.0,1,"aneh setiap saya ngisin dana pasti uang hilang, nih apk yg tidak di saran kan"
saya baru ditransfer tapi gk masuk knp ini??,2.123.1,1,saya baru ditransfer tapi gk masuk knp ini??
sekarang top up dari mandiri nominal 500rb kena 2rb 3 juta kena 2500. fix nanti saya segera uninstall terima kasih sudah membantu selama ini,2.118.0,1,sekarang top up dari mandiri nominal 500rb kena 2rb 3 juta kena 2500. fix nanti saya segera uninstall terima kasih sudah membantu selama ini
Padah udah dua kali saldo dana saya hilang entah kemana dana bbi,2.119.0,1,padah udah dua kali saldo dana saya hilang entah kemana dana bbi
masa iya dari dana premium malah jadi dana tidak premium,2.118.0,2,masa iya dari dana premium malah jadi dana tidak premium
taaii udh gua byr semua gak bisa di pake lagi kecewa sedangkan saya pengguna aktif dana,2.123.2,1,taaii udh gua byr semua gak bisa di pake lagi kecewa sedangkan saya pengguna aktif dana
mending pake gopay kalo engga seabank dari pada apk dana ga jelas bngttt,2.110.0,1,mending pake gopay kalo engga seabank dari pada apk dana ga jelas bngttt
"apa sih ini.. mau hapus data akun sulitnya minta ampun.. padahal gw mau ganti nomer gw yang abis dipake sama kakak gw.. mohon lah dimudahkan... gw sekarang dah punya ktp sendiri, mau daftarin data gw sendiri dan data kakak gw hapus aja.. dipersulit ama ni apk.. gj banget.. abis tu 404 page not found... padahal sinyal gw bagus buat Zenless Zone Zero, MLBB, Genshin, WuWa.. buat apk ginian ngelag? kelazz.. butuh berapa wifi buat lancar hapus data ini woi.. gw cuma pen hapus data doang susah amat..",2.116.0,1,"apa sih ini.. mau hapus data akun sulitnya minta ampun.. padahal gw mau ganti nomer gw yang abis dipake sama kakak gw.. mohon lah dimudahkan... gw sekarang dah punya ktp sendiri, mau daftarin data gw sendiri dan data kakak gw hapus aja.. dipersulit ama ni apk.. gj banget.. abis tu 404 page not found... padahal sinyal gw bagus buat zenless zone zero, mlbb, genshin, wuwa.. buat apk ginian ngelag? kelazz.. butuh berapa wifi buat lancar hapus data ini woi.. gw cuma pen hapus data doang susah amat.."
"dana cicil dah di bayar sekaligus,tp limit malah kosong,makin ga bagus nih aplikasi....!! top up kena biaya 2rb,hadeeeeh. dah miskin x dana nih... keluhan srh buka aplikasi,giliran di keluhin....jawabannya pea",2.118.0,3,"dana cicil dah di bayar sekaligus,tp limit malah kosong,makin ga bagus nih aplikasi....!! top up kena biaya 2rb,hadeeeeh. dah miskin x dana nih... keluhan srh buka aplikasi,giliran di keluhin....jawabannya pea"
kenapa ya kok inves di emas kok gk bisa di bukak gimana ya ini solusinya,2.119.0,1,kenapa ya kok inves di emas kok gk bisa di bukak gimana ya ini solusinya
"Aplikasi sampah, saldo dana hilang tak ada pertanggung jawaban dari pihak dana👎",2.119.0,1,"aplikasi sampah, saldo dana hilang tak ada pertanggung jawaban dari pihak dana"
"kecewa berat saldo tiba"" berkurang pdahal belum sama skli ke pake hdeh apk berkedok miskin",2.112.0,2,kecewa berat saldo tiba berkurang pdahal belum sama skli ke pake hdeh apk berkedok miskin
tidak ada laporan untuk pengembalian uang yg salah transfer dan itu sangat buruk,2.116.0,1,tidak ada laporan untuk pengembalian uang yg salah transfer dan itu sangat buruk
segeralah hapus apk ini karna dialah penipu sesungguhnya kemarin dana saya 150000 di tarik maxtohub atau pihak dari DNA dan saya minta di kembalikan malah di alihkan agar mendownload apk maxtohub padahal dana sendiri itu si maxtohub tolong yah pemerintah cek. ini apk udah mulai meresahkan makin banyak pencuri dsini apk dana adalah apk yg paling ngga aman tolong jangan tipu orang miskin seperti kami,2.120.1,1,segeralah hapus apk ini karna dialah penipu sesungguhnya kemarin dana saya 150000 di tarik maxtohub atau pihak dari dna dan saya minta di kembalikan malah di alihkan agar mendownload apk maxtohub padahal dana sendiri itu si maxtohub tolong yah pemerintah cek. ini apk udah mulai meresahkan makin banyak pencuri dsini apk dana adalah apk yg paling ngga aman tolong jangan tipu orang miskin seperti kami
KENAPA SAYA TIDAK BISA MENGGUNAKAN FITUR DANA CICIL PADAHAL ADA LIMITNYA,2.110.0,3,kenapa saya tidak bisa menggunakan fitur dana cicil padahal ada limitnya
pembayaran lewat qiris sangat tidak berfungsi di aplikasi ini terlalu banyak kendala aplikasinya juga berat,2.119.0,1,pembayaran lewat qiris sangat tidak berfungsi di aplikasi ini terlalu banyak kendala aplikasinya juga berat
"IHH ini kenapa gabisa tf sihh, aku mau top up game ada notif eror terusss",2.111.0,2,"ihh ini kenapa gabisa tf sihh, aku mau top up game ada notif eror terusss"
"isi saldo sering nyakut dan lama banyak drama dan gangguan, pusat bantuan susah di buka bobrok",2.110.0,1,"isi saldo sering nyakut dan lama banyak drama dan gangguan, pusat bantuan susah di buka bobrok"
"kenapa setiap buka riwayat pengiriman aja loading nya ga selesai2, KLO gini kan mau share bukti TF jadi ga bisa.. tolong di perbaiki supaya ga ngebug gajelas",2.123.2,1,"kenapa setiap buka riwayat pengiriman aja loading nya ga selesai2, klo gini kan mau share bukti tf jadi ga bisa.. tolong di perbaiki supaya ga ngebug gajelas"
"sangat2 mengecewakan,entah sampai kapan dana saya tidak bisa di buka.aku saran kan untuk yang mau pake dana lebih baik pikir2 dulu atau pake yang lain,dari pada nyesel kaya saya pas lagi butuh gak bisa di buka dana nya atau keluar sendiri,",2.111.0,1,"sangat2 mengecewakan,entah sampai kapan dana saya tidak bisa di buka.aku saran kan untuk yang mau pake dana lebih baik pikir2 dulu atau pake yang lain,dari pada nyesel kaya saya pas lagi butuh gak bisa di buka dana nya atau keluar sendiri,"
apalh ini dana kesalahan jaringan Mulu padahal jaringan gue bagus,2.112.0,3,apalh ini dana kesalahan jaringan mulu padahal jaringan gue bagus
jadi males gunain karena mau top up aja harus ada admin. itu belum transaksi-transaksi lainnya.,2.115.0,1,jadi males gunain karena mau top up aja harus ada admin. itu belum transaksi transaksi lainnya.
untuk sekelas aplikasi mbanking ini aplikasi paling buruk,2.119.0,1,untuk sekelas aplikasi mbanking ini aplikasi paling buruk
tolong buat aplikasi ini mohon di bantu cukup pake muka aja jangan pake otp susah kalo udah ilang nomornya,2.116.0,3,tolong buat aplikasi ini mohon di bantu cukup pake muka aja jangan pake otp susah kalo udah ilang nomornya
syg sekali di aplikasi dana saya belum muncul fitur dana cicil nya😓,2.119.0,1,syg sekali di aplikasi dana saya belum muncul fitur dana cicil nya
apk nya sering gk bisa ke buka login di logo mulu,2.113.1,1,apk nya sering gk bisa ke buka login di logo mulu
isi saldo gw tadi lenyap duit nya gk tau ke mana. kecewa saya. ke mana tuh duit lari nya.,2.117.1,2,isi saldo gw tadi lenyap duit nya gk tau ke mana. kecewa saya. ke mana tuh duit lari nya.
"dana sekarang jelek, kecewa mau pake dana cicil aja ga bisa",2.121.0,1,"dana sekarang jelek, kecewa mau pake dana cicil aja ga bisa"
erorr tidak bisa gunakan pembayaran Qris lewat Dana,2.119.0,3,erorr tidak bisa gunakan pembayaran qris lewat dana
sayang na belm muncul dan cicil saya,2.112.0,3,sayang na belm muncul dan cicil saya
aplikasi ngelag lagi butuh,2.110.0,2,aplikasi ngelag lagi butuh
"lagi dibutuhin buat bayar bpjs ribet kaya gini malah ngelag gabisa dipake, gimana si dana ini. keburu mati orangnya",2.115.0,3,"lagi dibutuhin buat bayar bpjs ribet kaya gini malah ngelag gabisa dipake, gimana si dana ini. keburu mati orangnya"
"tolong ini dana saya bagaimana ya kok tiba tiba keluar dan ada tulisan bug pada dan,saya harus menghubungi siapa ?, dan dana saya tidak bisa dibuka!!",2.118.0,1,"tolong ini dana saya bagaimana ya kok tiba tiba keluar dan ada tulisan bug pada dan,saya harus menghubungi siapa ?, dan dana saya tidak bisa dibuka!!"
"setelah saya baca"" review terakhir banyak yg mengalami hal serupa Transfer rekening tujuan tidak diterima, yang bikin kesal tim live chat tidak pernah membalas atau merespon keluhan hanya bot yang membalas keluhan yang dibahalas dengan perkataan yang sama, TLP CS otomatis reject, gak pernah nyambung, uangnya memang bisa dicari tapi pelayanan keluhan sangat buruk saya bisa berfikir 2-3x kalo mau pakai app dana kembali",2.119.0,1,"setelah saya baca review terakhir banyak yg mengalami hal serupa transfer rekening tujuan tidak diterima, yang bikin kesal tim live chat tidak pernah membalas atau merespon keluhan hanya bot yang membalas keluhan yang dibahalas dengan perkataan yang sama, tlp cs otomatis reject, gak pernah nyambung, uangnya memang bisa dicari tapi pelayanan keluhan sangat buruk saya bisa berfikir 2 3x kalo mau pakai app dana kembali"
kenapa setelah membayar dana cicil sebelum jatuh tempo kemudian malah tidak dapat di gunakan ?,2.119.0,3,kenapa setelah membayar dana cicil sebelum jatuh tempo kemudian malah tidak dapat di gunakan ?
upgrade nya emang lama yaaa? uangnya sudah di butuhkan tapi tidak bisa ngirim soalnya minta upgrade...,2.119.0,2,upgrade nya emang lama yaaa? uangnya sudah di butuhkan tapi tidak bisa ngirim soalnya minta upgrade...
aplikasi buruk setelah lunasi dana cicilalah ga bisa di gunakan,2.114.1,1,aplikasi buruk setelah lunasi dana cicilalah ga bisa di gunakan
paling tibet mau masuk ke akun dana hrus pake kode otp sedangkan no ea dah gk aktf,2.111.0,2,paling tibet mau masuk ke akun dana hrus pake kode otp sedangkan no ea dah gk aktf
"Akun dana saya tiba tiba logout dan tidak bisa log in kembali, banyak orang juga mengeluh akan hal tersebut padahal saya ingin tarik tunai. saldo saya juga ada disana semua, tolong segera lakukan perbaikan. saya sudah lama menunggu dan jika perlu maka saya akan lakukan penggugatan ke dalam pengadilan.",2.112.0,1,"akun dana saya tiba tiba logout dan tidak bisa log in kembali, banyak orang juga mengeluh akan hal tersebut padahal saya ingin tarik tunai. saldo saya juga ada disana semua, tolong segera lakukan perbaikan. saya sudah lama menunggu dan jika perlu maka saya akan lakukan penggugatan ke dalam pengadilan."
ada yang sama ga fitur dana cicil nya udah kebuka tapi belum bisa dipakai?,2.114.1,3,ada yang sama ga fitur dana cicil nya udah kebuka tapi belum bisa dipakai?
"jelek kali notifikasi yg sekarang,malah lebih bagus yg dulu daripada yg sekarang",2.115.0,3,"jelek kali notifikasi yg sekarang,malah lebih bagus yg dulu daripada yg sekarang"
uang tidak bisa direfund padahaltidakpernah melakukan transaksi mencurigakan,2.117.1,1,uang tidak bisa direfund padahaltidakpernah melakukan transaksi mencurigakan
Saldo saya tiba_tiba hilang disedot tiktok mohon untuk pengembalian dananya🙏,2.110.0,1,saldo saya tiba tiba hilang disedot tiktok mohon untuk pengembalian dananya
"isi saldo notif masuk tapi uangnya gak ada masuk, tolong admin dana konfirmasinya bagaimana",2.123.1,2,"isi saldo notif masuk tapi uangnya gak ada masuk, tolong admin dana konfirmasinya bagaimana"
"aduhh maaf bangett ini Dana makin kesini malah banyak Masalah ""Koneksi internetmu putus nih"" padahal ini saya masi ada loh kuotanya lancarr lancar aja scroll buka apk lain juga lancar juga udah ri coba refresh download ulang berkali² tetep aja , ini normal pas masuk ke Dana pas pake wifi baru dia bisa deuhh gimana ini tolong perbaiki lagi dong🙏 susah ini mau narik sama top up pas lagi di luar 🙃",2.119.0,3,"aduhh maaf bangett ini dana makin kesini malah banyak masalah koneksi internetmu putus nih padahal ini saya masi ada loh kuotanya lancarr lancar aja scroll buka apk lain juga lancar juga udah ri coba refresh download ulang berkali tetep aja , ini normal pas masuk ke dana pas pake wifi baru dia bisa deuhh gimana ini tolong perbaiki lagi dong susah ini mau narik sama top up pas lagi di luar"
"tolong dong dana responnya, aku udah chat diana, ig, twitter tapi ngga ada respon bgt, bahkan email juga. ini akun aku lupa pin, dan pas mau ganti pin malah gabisa terus (aku udh gabisa masuk akun) tolong bgt respon baik nya dana, uang aku ada di sana",2.116.0,1,"tolong dong dana responnya, aku udah chat diana, ig, twitter tapi ngga ada respon bgt, bahkan email juga. ini akun aku lupa pin, dan pas mau ganti pin malah gabisa terus aku udh gabisa masuk akun tolong bgt respon baik nya dana, uang aku ada di sana"
tiba2 di tangguhkan akun Dana saya kacau,2.119.0,1,tiba2 di tangguhkan akun dana saya kacau
"parah dana saldo ilang""truss gak tau kemana, gak ada pemberitahuannya",2.110.0,1,"parah dana saldo ilang truss gak tau kemana, gak ada pemberitahuannya"
hy dana uang saya di apilkasih dana hilang 250 tangapan nya lemot banget padahal gak ada transaksi keluar tapi saldo ku hilang 250 castemer servise nya juga gak ada pula,2.110.0,1,hy dana uang saya di apilkasih dana hilang 250 tangapan nya lemot banget padahal gak ada transaksi keluar tapi saldo ku hilang 250 castemer servise nya juga gak ada pula
saya sudah membayar transaksi saya nominal 83 ribu rupiah dan ada notif pembayaran di tolak tapi tiba tiba saldo saya hilang 83k tolong di perbaiki bug atau masalah nya dan KEMBALIKAN UANG SAYA ITU HAK SAYA,2.118.0,1,saya sudah membayar transaksi saya nominal 83 ribu rupiah dan ada notif pembayaran di tolak tapi tiba tiba saldo saya hilang 83k tolong di perbaiki bug atau masalah nya dan kembalikan uang saya itu hak saya
apk buruk lemot banget mau ambil duit ssh mau kirim duit ssh Jan download mending gopay atau ovo,2.120.1,1,apk buruk lemot banget mau ambil duit ssh mau kirim duit ssh jan download mending gopay atau ovo
sangat buruk dan pengelolaan uang sangat tidak bagus,2.111.0,1,sangat buruk dan pengelolaan uang sangat tidak bagus
"Hati hati yang mau nyimpan uang di Dana rawan hilang,saya sudah lama pakai Dana dan sering hilang walaupun sebagian ada yang di kembalikan tapi pengembalian lama ,baru aja tadi malam ada gangguan sistem saldo saya hilang semua dan sampai sekarang belum ada tanggapan dari pusat bantuan juga belum ada pengembalian saldo, padahal akun sudah premium juga sudah beli protection/perlindungan akun",2.110.0,1,"hati hati yang mau nyimpan uang di dana rawan hilang,saya sudah lama pakai dana dan sering hilang walaupun sebagian ada yang di kembalikan tapi pengembalian lama ,baru aja tadi malam ada gangguan sistem saldo saya hilang semua dan sampai sekarang belum ada tanggapan dari pusat bantuan juga belum ada pengembalian saldo, padahal akun sudah premium juga sudah beli protection perlindungan akun"
Tolong tingkatkan kualitas keamanan dana karna saya tidak merasa melakukan transaksi di akun google kenapa ada transaksi,2.121.0,2,tolong tingkatkan kualitas keamanan dana karna saya tidak merasa melakukan transaksi di akun google kenapa ada transaksi
Bukanya dana cicil muncul malah dana+. buat apa??? gak ada gunanya,2.112.0,1,bukanya dana cicil muncul malah dana . buat apa??? gak ada gunanya
"uang saya hilang di dana, gaguan terus uang hilang aneh aplikasi ini, aplikasi aneh jelek kurang ke amanan nya saldo hilang terus gangguan terus bagus gopay dari pada aplikasi ini",2.110.0,1,"uang saya hilang di dana, gaguan terus uang hilang aneh aplikasi ini, aplikasi aneh jelek kurang ke amanan nya saldo hilang terus gangguan terus bagus gopay dari pada aplikasi ini"
"kenapa ya dana saya gak bisa di buka,padahal udah lama menggunakan nya",2.119.0,1,"kenapa ya dana saya gak bisa di buka,padahal udah lama menggunakan nya"
oi. saldoku kok bisa ilang ? apk tayi lah,2.110.0,1,oi. saldoku kok bisa ilang ? apk tayi lah
tolong perbaiki setiap diatas jam 9 ga bisa melakukan pembayaran,2.114.1,1,tolong perbaiki setiap diatas jam 9 ga bisa melakukan pembayaran
dana cicil saya kenapa tidak bisa di gunakan tagihan tidak ada sudah saya lunasi tapi tidak bisa menggunakan kembali,2.114.1,3,dana cicil saya kenapa tidak bisa di gunakan tagihan tidak ada sudah saya lunasi tapi tidak bisa menggunakan kembali
kalo buat update dana cicil kembali terus kalo udah di perbaiki aq kasih bintang 5,2.119.0,1,kalo buat update dana cicil kembali terus kalo udah di perbaiki aq kasih bintang 5
event tidak ada daftar pemenang kayak cuman mau narik peminat premiumnya doang,2.116.0,1,event tidak ada daftar pemenang kayak cuman mau narik peminat premiumnya doang
apk dana saya trus minta upgrade pas mau kirim padahal udah d upgrad data ektp udah d kirim eh masih aja gitu tolong bantuan nya,2.119.0,1,apk dana saya trus minta upgrade pas mau kirim padahal udah d upgrad data ektp udah d kirim eh masih aja gitu tolong bantuan nya
dana sekarang semakin ribet dan juga verifikasi wajah selalu gagal lebih baik tutup aja aplikasi ini cs nya di tanya jawaban nya gak masuk akal semua bagi yang mau download pikirkan baik baik yav,2.123.2,1,dana sekarang semakin ribet dan juga verifikasi wajah selalu gagal lebih baik tutup aja aplikasi ini cs nya di tanya jawaban nya gak masuk akal semua bagi yang mau download pikirkan baik baik yav
"jangan percaya dana,saya TF ke gopay 1350000, itu sudah 1 Minggu gak masuk pedahal saldo di dana terpotong",2.121.0,1,"jangan percaya dana,saya tf ke gopay 1350000, itu sudah 1 minggu gak masuk pedahal saldo di dana terpotong"
leg selalu bermasalah sekarang padahal jaringan normal,2.118.0,1,leg selalu bermasalah sekarang padahal jaringan normal
"mau verifikasi pin juga lama, saya dari jam 9 sampai jam 12 nungguin verifikasi ga di kirim' kacau",2.117.1,1,"mau verifikasi pin juga lama, saya dari jam 9 sampai jam 12 nungguin verifikasi ga di kirim kacau"
"malam ini saya top up 2x, masing masing 100 rb, tapi sampai sekarang belum masuk. padahal di bank sudah tertulis berhasil. mau komplain susah betul.",2.110.0,1,"malam ini saya top up 2x, masing masing 100 rb, tapi sampai sekarang belum masuk. padahal di bank sudah tertulis berhasil. mau komplain susah betul."
Kenapa saya ga ada dana cicil,2.119.0,2,kenapa saya ga ada dana cicil
"maaf sy kasih rating 1,ini untuk scan aja ga bisa,baik langsung maupun ambil barcode yg di-screenshot,terus untuk upgrade juga ga bisa lg karena akun lama saya nomor telepon sudah ganti karena hilang, aplikasi yg menyebalkan.",2.119.0,1,"maaf sy kasih rating 1,ini untuk scan aja ga bisa,baik langsung maupun ambil barcode yg di screenshot,terus untuk upgrade juga ga bisa lg karena akun lama saya nomor telepon sudah ganti karena hilang, aplikasi yg menyebalkan."
"fitur dana cicil ada,tapi tidak bisa di gunakan. percuma",2.113.1,2,"fitur dana cicil ada,tapi tidak bisa di gunakan. percuma"
kok dana saya tiba2 gak bisa di pakai,2.119.0,3,kok dana saya tiba2 gak bisa di pakai
"kenapa dana cicil ngak bisa di pakek,padahal saya udah saya kalau lagi sekarat bisa minjam,udah sering juga aku isi saldo dana sampai skrg gada fitur pinjam",2.123.1,2,"kenapa dana cicil ngak bisa di pakek,padahal saya udah saya kalau lagi sekarat bisa minjam,udah sering juga aku isi saldo dana sampai skrg gada fitur pinjam"
gada dana cicil cuk,2.117.1,1,gada dana cicil cuk
beli token listrik errrroooorrrrr trs,2.118.0,1,beli token listrik errrroooorrrrr trs
pencuri uang berkedok apk,2.111.0,1,pencuri uang berkedok apk
tidak bisa dibuka keluar sendiri,2.123.2,2,tidak bisa dibuka keluar sendiri
"dana susah dibuka.. jika saya mau uninstall dana, lalu install lagi apakah uang didalam dana akan hilang ?",2.113.1,3,"dana susah dibuka.. jika saya mau uninstall dana, lalu install lagi apakah uang didalam dana akan hilang ?"
tolong lengkapin fitur livechat agar semua masalah cpt tertindak. assitent virtual yg anda sediakan tidak membantu sama sekali,2.120.1,1,tolong lengkapin fitur livechat agar semua masalah cpt tertindak. assitent virtual yg anda sediakan tidak membantu sama sekali
"Saya ingin memberikan masukan. Proses menghapus akun di aplikasi ini terasa sangat sulit. Sudah mengikuti semua langkah: mengisi survei, memasukkan OTP, dan verifikasi, tetapi sistem terus kembali ke chat bantuan dan akhirnya OTP malah mencapai limit. Seharusnya proses penghapusan akun dibuat lebih sederhana dan tidak berulang-ulang seperti ini. Pengguna juga berhak menutup akun mereka dengan mudah. Mohon diperbaiki agar pengalaman pengguna lebih baik.",2.118.0,1,"saya ingin memberikan masukan. proses menghapus akun di aplikasi ini terasa sangat sulit. sudah mengikuti semua langkah mengisi survei, memasukkan otp, dan verifikasi, tetapi sistem terus kembali ke chat bantuan dan akhirnya otp malah mencapai limit. seharusnya proses penghapusan akun dibuat lebih sederhana dan tidak berulang ulang seperti ini. pengguna juga berhak menutup akun mereka dengan mudah. mohon diperbaiki agar pengalaman pengguna lebih baik."
"Hari ini,saya tidak bisa membuka apk DANA,bagaimana ini???",2.111.0,3,"hari ini,saya tidak bisa membuka apk dana,bagaimana ini???"
Saya sudah lama pake ini dana tapi yang di sayang kan fitur dana cicil juga tidak bisa dan dana paylater juga tidak ada sama sekali kita sudah premium bahkan sudah saya update tetap saja tidak ada/bisa,2.114.1,1,saya sudah lama pake ini dana tapi yang di sayang kan fitur dana cicil juga tidak bisa dan dana paylater juga tidak ada sama sekali kita sudah premium bahkan sudah saya update tetap saja tidak ada bisa
"KATANYA SEMINGGU JADI QRISNYA , TAPI INI UDH HMPIR 2 MINGGU BELM ADA JUGA , HADEH",2.119.0,1,"katanya seminggu jadi qrisnya , tapi ini udh hmpir 2 minggu belm ada juga , hadeh"
sering eror terus setiap isi saldo toll,2.113.1,1,sering eror terus setiap isi saldo toll
"scam, selalu bermasalah dan tidak pernah ada solusi.",2.117.1,1,"scam, selalu bermasalah dan tidak pernah ada solusi."
apk dana sekarang kenapa suka gk bisa dibuka mau dihapus terus instal ulang baru bisa dibuka,2.113.1,3,apk dana sekarang kenapa suka gk bisa dibuka mau dihapus terus instal ulang baru bisa dibuka
"payah,orang ada dana cicil nya aku GK ada",2.119.0,1,"payah,orang ada dana cicil nya aku gk ada"
saya sudah verifikasi akte dan di bantu orang tua karena umur saya belum cukup tapi sudah 5 hari lebih tidak premium padahal saya sudah verifikasi,2.119.0,3,saya sudah verifikasi akte dan di bantu orang tua karena umur saya belum cukup tapi sudah 5 hari lebih tidak premium padahal saya sudah verifikasi
saldo saya hilang 895.000 setelah ada transaksi yg saya tidak kenal sebanyak 2.000.000 . tolong kembalikan dana saya!!!!,2.121.0,1,saldo saya hilang 895.000 setelah ada transaksi yg saya tidak kenal sebanyak 2.000.000 . tolong kembalikan dana saya!!!!
kecewa sama dana padahal udah bertaun taun pake dana tapi gak ada ikon dana pinjam ataw dana cicil padahal transaksi udah sering dan gak pernah punya tunggak kan.!,2.113.1,1,kecewa sama dana padahal udah bertaun taun pake dana tapi gak ada ikon dana pinjam ataw dana cicil padahal transaksi udah sering dan gak pernah punya tunggak kan.!
