content,reviewCreatedVersion,score,cleaned_content
tolong keamannya diperbagus masa iya dana saya diretas orang terus saldo 600.000 ilang,2.119.0,1,tolong keamannya diperbagus masa iya dana saya diretas orang terus saldo 600.000 ilang
dokumen sudah tercatat ketika hp hilng nmr lupa pihak dana susah tuk dimintai nmr yg lupa dikarenakan hp hilng kita minta nmr ditimbulkan supaya ganti nmr pihak dana smpe uler buluk GK akan kasih tau,2.119.0,1,dokumen sudah tercatat ketika hp hilng nmr lupa pihak dana susah tuk dimintai nmr yg lupa dikarenakan hp hilng kita minta nmr ditimbulkan supaya ganti nmr pihak dana smpe uler buluk gk akan kasih tau
update melulu.bayar QR aja bnyak gangguan benerin dlu sistem nya,2.121.0,1,update melulu.bayar qr aja bnyak gangguan benerin dlu sistem nya
bagus sih cuman aneh nya dana cicil gak bisa ada maap,2.121.0,1,bagus sih cuman aneh nya dana cicil gak bisa ada maap
"sering terjadi permasalahan pada sistem pembayaran menggunakan kode QR, sering juga mengalami proses transaksi yg sangat lama, penanganan masalah lambat, operator diana yg di sediakan juga sangat lambat dalam memproses laporan, dan yang paling parah adalah data kita mudah bocor ke sindikat penipuan cuma dengan lewat DM ig pribadi dengan akun resmi dana.",2.122.0,1,"sering terjadi permasalahan pada sistem pembayaran menggunakan kode qr, sering juga mengalami proses transaksi yg sangat lama, penanganan masalah lambat, operator diana yg di sediakan juga sangat lambat dalam memproses laporan, dan yang paling parah adalah data kita mudah bocor ke sindikat penipuan cuma dengan lewat dm ig pribadi dengan akun resmi dana."
sudah memenuhi syarat semua transaksi banyak tetep aja belum muncul dana instan emng makin kesini makin gajelas,2.119.0,1,sudah memenuhi syarat semua transaksi banyak tetep aja belum muncul dana instan emng makin kesini makin gajelas
"tiba tiba ga mau masuk, lelet kali bintang 1",2.120.1,1,"tiba tiba ga mau masuk, lelet kali bintang 1"
kenapa fitur dana instan saya ga ada yah padahal fitur dana cicil saya ada dan saya juga banyak transaksi di dana mohon di munculkan fitur dana instan nya,2.119.0,1,kenapa fitur dana instan saya ga ada yah padahal fitur dana cicil saya ada dan saya juga banyak transaksi di dana mohon di munculkan fitur dana instan nya
apk dana skrng ruwet nomer gk aktip susah masuk sedang kan pake verifikasi muka sendiri tetap aja pakai kode otp,2.119.0,1,apk dana skrng ruwet nomer gk aktip susah masuk sedang kan pake verifikasi muka sendiri tetap aja pakai kode otp
"Masalah nya KTP yang terdaftar itu milik ibu saya, sedangkan ibu saya sudah meninggal, bagaimana untuk verifikasi wajahnya :((",2.119.0,1,"masalah nya ktp yang terdaftar itu milik ibu saya, sedangkan ibu saya sudah meninggal, bagaimana untuk verifikasi wajahnya"
sudah ganti hp baru. data masih tertinggal d hp lama. g bisa di uninstall.otomatis ga bisa login hp baru,2.119.0,1,sudah ganti hp baru. data masih tertinggal d hp lama. g bisa di uninstall.otomatis ga bisa login hp baru
nomor sama hp ilang di copet pas mau pindah akun masa ga bisa padahal dengan KTP yang sama malah harus ngurus kartu dulu,2.120.1,1,nomor sama hp ilang di copet pas mau pindah akun masa ga bisa padahal dengan ktp yang sama malah harus ngurus kartu dulu
"Transfer uang ke bank bri pending sedangkan uangnya mau buat beli tiket bis, saldo udah motong juga, iya kalo saldo kembali, seandainya uang tetap masuk ke rekening penerima apa iya saya harus balik lagi buat minta uangnya ? jadwal saya jadi berantakan gara-gara pendingan transfer",2.119.0,1,"transfer uang ke bank bri pending sedangkan uangnya mau buat beli tiket bis, saldo udah motong juga, iya kalo saldo kembali, seandainya uang tetap masuk ke rekening penerima apa iya saya harus balik lagi buat minta uangnya ? jadwal saya jadi berantakan gara gara pendingan transfer"
"pernah tf ke BCA punya sendiri tp gak masuk² tp saldo dana sudah berkurang. pas aku hubungi cs DANA di suruh nunggu 2x24 jam tp masih tetep ga ada saldo masuk, hbs itu aku hubungi cs nya lagi katanya transaksi gagal jadi saldo akan balik ke akun DANA lagi tp sampai sekarang gak ada saldo yg balik. serius kecewa sih",2.119.0,1,"pernah tf ke bca punya sendiri tp gak masuk tp saldo dana sudah berkurang. pas aku hubungi cs dana di suruh nunggu 2x24 jam tp masih tetep ga ada saldo masuk, hbs itu aku hubungi cs nya lagi katanya transaksi gagal jadi saldo akan balik ke akun dana lagi tp sampai sekarang gak ada saldo yg balik. serius kecewa sih"
"apknya sih bagus tapi, ketika saya mau menandai aktivitas tiba tiba saja ngelag padahal tadi masih lancar",2.122.0,1,"apknya sih bagus tapi, ketika saya mau menandai aktivitas tiba tiba saja ngelag padahal tadi masih lancar"
kok dana gua susah kali yh dapet fitur dana cicil,2.121.0,1,kok dana gua susah kali yh dapet fitur dana cicil
"Akun sudah lama upgrade premium ,udah bisa transaksi buat transfer berkali kali,. kenapa tiba tiba logout ,giliran login lagi malah gagal upgrade premium, sekarang ga bisa di pake saldonya ... payah !!!",2.119.0,1,"akun sudah lama upgrade premium ,udah bisa transaksi buat transfer berkali kali,. kenapa tiba tiba logout ,giliran login lagi malah gagal upgrade premium, sekarang ga bisa di pake saldonya ... payah !!!"
"Akun saya kenapa tidak bisa dihapus ya min? muncul keterangan ""Mengecek Akunmu"" berjam-jam tidak bisa dihapus dan masih stuck di ""Mengecek Akunmu""",2.119.0,1,akun saya kenapa tidak bisa dihapus ya min? muncul keterangan mengecek akunmu berjam jam tidak bisa dihapus dan masih stuck di mengecek akunmu
"udah upraged tapi fitur dana instan nya gak ada, udah gitu gw mau gabung versi beta nya katanya udah penuh. padahal selama ini gue paling rajin transaksi lewat dana, menyedihkan sekali menaruh kepercayaan kpd apk ini mknya sy kasih bintang 1. semoga bisa diperbaiki...",2.119.0,1,"udah upraged tapi fitur dana instan nya gak ada, udah gitu gw mau gabung versi beta nya katanya udah penuh. padahal selama ini gue paling rajin transaksi lewat dana, menyedihkan sekali menaruh kepercayaan kpd apk ini mknya sy kasih bintang 1. semoga bisa diperbaiki..."
Kenapa dana cicil saya tidak bisa di gunakan padahal saldo ada?,2.119.0,1,kenapa dana cicil saya tidak bisa di gunakan padahal saldo ada?
hallo bos kok aplikasi dana tulisan koneksi terputus kenapa ya saya jadi GK login Tolong di perbaiki sistemnya,2.122.0,1,hallo bos kok aplikasi dana tulisan koneksi terputus kenapa ya saya jadi gk login tolong di perbaiki sistemnya
"tolong bantu saya masuk akun dana saya, tiba² di tangguhkan apa mksutnya ini",2.122.0,1,"tolong bantu saya masuk akun dana saya, tiba di tangguhkan apa mksutnya ini"
"aplikasi dongo buat apa""susah dana gampang di bobol""",2.119.0,1,aplikasi dongo buat apa susah dana gampang di bobol
"JELEK, PLEASE YA KALO MAU BIKIN DOMPET DIGITAL TU YG BENER. DUIT MASA GA DI APAA APAIN ILANGGG!!!!",2.119.0,1,"jelek, please ya kalo mau bikin dompet digital tu yg bener. duit masa ga di apaa apain ilanggg!!!!"
"tolong perbaiki sistem pusat. untuk vermuk gagal terus,sampai sampai akun di suruh tunggu 1×24 jam, untuk mencoba log'in kembali 😭. padahal akun pribadi. fermuk muka sendiri. tapi gagal terus. tolong di perbaiki sistem nya. agar lancar untuk login. terimakasih. mohon segera di perbaiki 🙏🙏🙏",2.119.0,1,"tolong perbaiki sistem pusat. untuk vermuk gagal terus,sampai sampai akun di suruh tunggu 1 24 jam, untuk mencoba log in kembali . padahal akun pribadi. fermuk muka sendiri. tapi gagal terus. tolong di perbaiki sistem nya. agar lancar untuk login. terimakasih. mohon segera di perbaiki"
"dana cicil sudah dilunasi, bahkan yg blum jatuh tempo juga langsung dibayar semua, malah dana cicil gak bisa dipakai sama sekali. pdahal limit udah full gak ada hutang",2.120.1,1,"dana cicil sudah dilunasi, bahkan yg blum jatuh tempo juga langsung dibayar semua, malah dana cicil gak bisa dipakai sama sekali. pdahal limit udah full gak ada hutang"
update terus tapi dana cicil saya tidak aktf aplikasi sampahhhh,2.121.0,1,update terus tapi dana cicil saya tidak aktf aplikasi sampahhhh
dana nya banyak bug Panarikan di dana goals gagal dan yang tdk dapat di terima mohon di perbaiki,2.119.0,1,dana nya banyak bug panarikan di dana goals gagal dan yang tdk dapat di terima mohon di perbaiki
"sudah masuk kan sandi yang benar dan sudah verifikasi wajah juga sudah. tetap meminta kode otp, padahal nomor sudah tidak aktif. trus minta otp lewat email, tetapi email terdaftar dan meminta otp berbeda . aneh aplikasi terlalu banyak boot dan tidak sesuai seperti awal",2.120.1,1,"sudah masuk kan sandi yang benar dan sudah verifikasi wajah juga sudah. tetap meminta kode otp, padahal nomor sudah tidak aktif. trus minta otp lewat email, tetapi email terdaftar dan meminta otp berbeda . aneh aplikasi terlalu banyak boot dan tidak sesuai seperti awal"
"dana mohon diperbarui lagi soal langganan, terkadang saat ada saldo didana otomatis terpotong tampan sepengetahuan pemilik saldo dana",2.119.0,1,"dana mohon diperbarui lagi soal langganan, terkadang saat ada saldo didana otomatis terpotong tampan sepengetahuan pemilik saldo dana"
saya Mengajukan Pinjaman Di Dana Cicil namun Sebelum tanggal dan Jatuh Tempo Sudah Saya lunasi semua. Waktu Pengajuan Kembali Malah Dana Cicil Tidak tersedia Atau tidak berlaku. Aneh. kita Bayar Juga +bunga . malah tidak bisa pengajuan kembali.,2.122.0,1,saya mengajukan pinjaman di dana cicil namun sebelum tanggal dan jatuh tempo sudah saya lunasi semua. waktu pengajuan kembali malah dana cicil tidak tersedia atau tidak berlaku. aneh. kita bayar juga bunga . malah tidak bisa pengajuan kembali.
masa gw sering transaksi trus udah premium juga. tapi dana cicil gw masih tidak berlaku juga sih gmna sih ini,2.119.0,1,masa gw sering transaksi trus udah premium juga. tapi dana cicil gw masih tidak berlaku juga sih gmna sih ini
"kenapa kalo buka dana sering bgt force close, buka pilihan menu jg gabisa, jelek bgt",2.119.0,1,"kenapa kalo buka dana sering bgt force close, buka pilihan menu jg gabisa, jelek bgt"
"tidak menyenangkan untuk asisten diana, jawab cuman pakai ai aja bangga. gak nyelesain masalah.",2.121.0,1,"tidak menyenangkan untuk asisten diana, jawab cuman pakai ai aja bangga. gak nyelesain masalah."
pembayaran lewat qris tidak dapat diakses/kendala terus. sangat tidak pantas menjadikan tabungan,2.122.0,1,pembayaran lewat qris tidak dapat diakses kendala terus. sangat tidak pantas menjadikan tabungan
"kecewa banget udah hampir sebulan saya masih belum bisa upgrade dana saya ke dana premium, udah ngajuin lewat diana digital asisstent sama lewat email tetep aja nihil gak bisa upgrade ke dana premium",2.119.0,1,"kecewa banget udah hampir sebulan saya masih belum bisa upgrade dana saya ke dana premium, udah ngajuin lewat diana digital asisstent sama lewat email tetep aja nihil gak bisa upgrade ke dana premium"
"di saat proses transaksi malah ke browser , mana lama lagi, klo gk bisa mending gk usah bikin apk, bikin susah bnyak orang aj",2.120.1,1,"di saat proses transaksi malah ke browser , mana lama lagi, klo gk bisa mending gk usah bikin apk, bikin susah bnyak orang aj"
kurang bagus masa dana cicilnya ga bisa di pake,2.122.0,1,kurang bagus masa dana cicilnya ga bisa di pake
gua bikin Qris dana lama bener udah berbulan bulan nunggu di cetak tapi sampai sekarang ga ada di buat,2.121.0,1,gua bikin qris dana lama bener udah berbulan bulan nunggu di cetak tapi sampai sekarang ga ada di buat
"saya kecewa sama apk ini,jelas hp saya hilang sama nomor nya dilaporkan mau riset sandi nomor harus aktif,kalo masih aktif ngapain saya laporkan",2.119.0,1,"saya kecewa sama apk ini,jelas hp saya hilang sama nomor nya dilaporkan mau riset sandi nomor harus aktif,kalo masih aktif ngapain saya laporkan"
"BANYAK HACKER NYA BJIR, GAMPANG KE HACK GA REKOMEN WUU",2.121.0,1,"banyak hacker nya bjir, gampang ke hack ga rekomen wuu"
sangat kecewa dengan layanan pitur dana cicil tidak di proses limit pun tidak bisa di pake,2.119.0,1,sangat kecewa dengan layanan pitur dana cicil tidak di proses limit pun tidak bisa di pake
"jaringannya merah terus,bikin jengkel.",2.120.1,1,"jaringannya merah terus,bikin jengkel."
ga jelas gua lupa PINnya udah ke WhatsApp udah pencet selesai balik lagi ke awal anjir,2.119.0,1,ga jelas gua lupa pinnya udah ke whatsapp udah pencet selesai balik lagi ke awal anjir
Apk nya udh bagus TPI kenapa akhir akhir in bermasalah terus dalam sistem penarikan dan kirim. mohon di perbaiki sebaik mungkin. apk nmor 1 TPI sistemnya error mulu,2.122.0,1,apk nya udh bagus tpi kenapa akhir akhir in bermasalah terus dalam sistem penarikan dan kirim. mohon di perbaiki sebaik mungkin. apk nmor 1 tpi sistemnya error mulu
dana ribettttttt mau top aja jam pakai dibatasi bikin soal aja asw,2.122.0,1,dana ribettttttt mau top aja jam pakai dibatasi bikin soal aja asw
"jujurly, saling lempar tanggung jawab ini ai dengan CSnya",2.119.0,1,"jujurly, saling lempar tanggung jawab ini ai dengan csnya"
"kualitas buruk,tf ke bank mandiri nominal 50k gagal,pending dan bla2. jangan download.pakai gopay atau link aja",2.119.0,1,"kualitas buruk,tf ke bank mandiri nominal 50k gagal,pending dan bla2. jangan download.pakai gopay atau link aja"
DANA smakin gk beres.. akun premium tiba2 premiumnya dinonaktifkan... saldo jd nyangkut gk bisa diambil.. proses upgrade premium ulang pun dipersulit mesti tunggu berhari hari dan itupun gagal.. sumpah kapok w pke DANA.. gk bakalan w pake DANA lg.. sdh trlalu byk mslh yg timbul.. tdk nyaman😡😡😡,2.119.0,1,dana smakin gk beres.. akun premium tiba2 premiumnya dinonaktifkan... saldo jd nyangkut gk bisa diambil.. proses upgrade premium ulang pun dipersulit mesti tunggu berhari hari dan itupun gagal.. sumpah kapok w pke dana.. gk bakalan w pake dana lg.. sdh trlalu byk mslh yg timbul.. tdk nyaman
terkendala upgrade premium dari sore same malamut status dalam pengecekan,2.119.0,1,terkendala upgrade premium dari sore same malamut status dalam pengecekan
"ini fitur dana Instan, limit nya kok gak bisa dtrik lagi,",2.119.0,1,"ini fitur dana instan, limit nya kok gak bisa dtrik lagi,"
"kapok banget pake dana😭😭😭 top up e money lewat dana saldo udah kepotong tapi di e money ga ada, hilang gitu aja😭😭😭 ternyata orang-orang juga punya problem yang sama😭😭 tolong lah dibenahi, kita udah susah cari uang, niatnya biar mudah pake aplikasi dana eh malah kena sial, tolong jangan sampe keulang masalah gagal top up ini, bagi kalian itu nominal kecil tapi bagi kami sangat berarti",2.120.1,1,"kapok banget pake dana top up e money lewat dana saldo udah kepotong tapi di e money ga ada, hilang gitu aja ternyata orang orang juga punya problem yang sama tolong lah dibenahi, kita udah susah cari uang, niatnya biar mudah pake aplikasi dana eh malah kena sial, tolong jangan sampe keulang masalah gagal top up ini, bagi kalian itu nominal kecil tapi bagi kami sangat berarti"
entah knpa mangkin kesini mangkin aneh,2.119.0,1,entah knpa mangkin kesini mangkin aneh
masa buat top up game aja dibatasi lol,2.122.0,1,masa buat top up game aja dibatasi lol
Dana cicil tidak bisa digunakan Aneh,2.119.0,1,dana cicil tidak bisa digunakan aneh
"kenpa punya saya tidak ada fitur dana cicil nya,, tolong diaktifkan di akun saya",2.121.0,1,"kenpa punya saya tidak ada fitur dana cicil nya,, tolong diaktifkan di akun saya"
"Buat ada dana cicil tertera limit ,, jikalau tidak bisa di pakai ?",2.119.0,1,"buat ada dana cicil tertera limit ,, jikalau tidak bisa di pakai ?"
"Miris, uang mlh ilang padahal di nomor saya cuma ad saya aja, kok mlh bisa ad transaksi misterius yang langsung terbayar tnpa sepengetahuan saya, kalau memang ad fitur pembayaran layanan secara OTOMATIS mending kasih persetujuan dlu Ama pemilik nomor kalau gk mau matiin aja layanannya sama sistemnya biar uang tetap AMAN, emg bener bener dah lagian tuh transaksi saya juga engga butuh layanannya. Besar kecil nominal tetap berguna, ni aplikasi mau nyimpen atau nyuri uang dah? Hope this help... 😒😒",2.119.0,1,"miris, uang mlh ilang padahal di nomor saya cuma ad saya aja, kok mlh bisa ad transaksi misterius yang langsung terbayar tnpa sepengetahuan saya, kalau memang ad fitur pembayaran layanan secara otomatis mending kasih persetujuan dlu ama pemilik nomor kalau gk mau matiin aja layanannya sama sistemnya biar uang tetap aman, emg bener bener dah lagian tuh transaksi saya juga engga butuh layanannya. besar kecil nominal tetap berguna, ni aplikasi mau nyimpen atau nyuri uang dah? hope this help..."
kenapa pemindahan aku gagal mulu sih,2.119.0,1,kenapa pemindahan aku gagal mulu sih
"gk bisa dicairin, Krna gk prioritas stengah juta",2.119.0,1,"gk bisa dicairin, krna gk prioritas stengah juta"
"tolong diperbaiki login otp via SMS, kendala pesan tidak ada yang masuk, untuk aplikasi lain aman kok masuk, CUMA DANA YANG GA BISA, TOLONG DIPERBAIKI.",2.119.0,1,"tolong diperbaiki login otp via sms, kendala pesan tidak ada yang masuk, untuk aplikasi lain aman kok masuk, cuma dana yang ga bisa, tolong diperbaiki."
uang Saya selalu hilang,2.120.1,1,uang saya selalu hilang
Saya menggunakan DANA ± 3 tahun tapi sya sangat kecewa sebab dana cicil 100 Ribu yg tersedia dan tidak bisa di gunakan,2.121.0,1,saya menggunakan dana 3 tahun tapi sya sangat kecewa sebab dana cicil 100 ribu yg tersedia dan tidak bisa di gunakan
"Internet lancar padahal tapi malah dibilang gak ada internet, data nyala juga padahal",2.119.0,1,"internet lancar padahal tapi malah dibilang gak ada internet, data nyala juga padahal"
dana gua di sedot mulu kalian mending gausah dnlod,2.121.0,1,dana gua di sedot mulu kalian mending gausah dnlod
Kesal Dengan pusat bantuan sama sekali tidak membantu,2.119.0,1,kesal dengan pusat bantuan sama sekali tidak membantu
gimana saya bisa transfer kalau sistemnya justru mempersulit? kenapa harus ada upgrade ke premium?,2.122.0,1,gimana saya bisa transfer kalau sistemnya justru mempersulit? kenapa harus ada upgrade ke premium?
ko riwayat dan pesan ngeblang layar putih. sya hbis beli token blum sempat liat kode langsung Blang putih.. kecewa,2.119.0,1,ko riwayat dan pesan ngeblang layar putih. sya hbis beli token blum sempat liat kode langsung blang putih.. kecewa
DANA CICIL TIDAK MUNCUL !!,2.119.0,1,dana cicil tidak muncul !!
"kenapa fitur dana cicil saya menghilang sedangkan transaksi saya sebulan puluhan juta , tanya ke DIANA jawaban nya tidak jelas bikin pusing",2.122.0,1,"kenapa fitur dana cicil saya menghilang sedangkan transaksi saya sebulan puluhan juta , tanya ke diana jawaban nya tidak jelas bikin pusing"
saya benci tagihan dana cicil padahal saya tidak pernah nyicil tolong pihak apk ini betulkan lah rugi kita,2.119.0,1,saya benci tagihan dana cicil padahal saya tidak pernah nyicil tolong pihak apk ini betulkan lah rugi kita
saya kasih bintang 1 dulu karna saat mau top up dan verivikasi pakai wajah gagal berulang kali dan saat sudah berhasil tinggal masukan kode kode tidak terkirim padahal sudah coba berulang kali jujur buang waktu,2.119.0,1,saya kasih bintang 1 dulu karna saat mau top up dan verivikasi pakai wajah gagal berulang kali dan saat sudah berhasil tinggal masukan kode kode tidak terkirim padahal sudah coba berulang kali jujur buang waktu
"aplikasinya gabisa di buka ada tulisan eror udah ditunggu lama masi gabisa, terus ini uang yang masih nyangkut di dana gimana",2.119.0,1,"aplikasinya gabisa di buka ada tulisan eror udah ditunggu lama masi gabisa, terus ini uang yang masih nyangkut di dana gimana"
"fitur terbaru gak ada padahal udah di apdet tiap saat,dana cicil gak ada dana instan gak ada.gak sama sama yg lain aplikasini milih milih tuk fitur ini gak adil.",2.121.0,1,"fitur terbaru gak ada padahal udah di apdet tiap saat,dana cicil gak ada dana instan gak ada.gak sama sama yg lain aplikasini milih milih tuk fitur ini gak adil."
"Gak bisa akrifin dana cicil mulu , pdahl dah lama pake Dana Bagaiman ini? min",2.119.0,1,"gak bisa akrifin dana cicil mulu , pdahl dah lama pake dana bagaiman ini? min"
buat bayar selalu eror,2.122.0,1,buat bayar selalu eror
aplikasi ini ngebuat saya kesal sekali udah nunggu 1 tahun masih ga mendapatkan fitur fitur terbaru tolong lah perbaiki lagi sistem nya yang baru pada dapet yang udah lama malah di kucilkan ga dapet sama sekali fitur baru,2.122.0,1,aplikasi ini ngebuat saya kesal sekali udah nunggu 1 tahun masih ga mendapatkan fitur fitur terbaru tolong lah perbaiki lagi sistem nya yang baru pada dapet yang udah lama malah di kucilkan ga dapet sama sekali fitur baru
"duit hilang selalu, padahal pembayaran berhasil qris tetapi pihak merchant belum menerima nya sedang kan duitnya sudah di potong, dan tidak ada penyelesaian",2.119.0,1,"duit hilang selalu, padahal pembayaran berhasil qris tetapi pihak merchant belum menerima nya sedang kan duitnya sudah di potong, dan tidak ada penyelesaian"
ini gimana yah kok apl dana saya gak bisa di buka sebelumnya bisa pas belum di hapus. eh ini malah gak bisa pas di download lagi tolong dong di benerin🙏,2.119.0,1,ini gimana yah kok apl dana saya gak bisa di buka sebelumnya bisa pas belum di hapus. eh ini malah gak bisa pas di download lagi tolong dong di benerin
mengapa saya ingin login menggunakan nomor saya tidak bisa malahan stuck di loading padahal sudah verifikasi wajah dan pin tapi setelah itu malah stuck di loading tolong di perbaiki lagi terima kasih,2.119.0,1,mengapa saya ingin login menggunakan nomor saya tidak bisa malahan stuck di loading padahal sudah verifikasi wajah dan pin tapi setelah itu malah stuck di loading tolong di perbaiki lagi terima kasih
"MANGKIN KESINI MANGKIN GA NGETI GW SAMA DANA JADI BUAT YANG PAKE DANA UDAH LAMA TERUS HP NYA DI CURI SAMA KARTU"" NYA GIMANA DIA MAU LOGIN LAGI TOLONG LA HP GW DI CURI GW BUTUH SALDO YANG DI DALAM AKUN DANA SAYA",2.122.0,1,mangkin kesini mangkin ga ngeti gw sama dana jadi buat yang pake dana udah lama terus hp nya di curi sama kartu nya gimana dia mau login lagi tolong la hp gw di curi gw butuh saldo yang di dalam akun dana saya
"tiba tiba banget dana saya disedot gara"" pembelian gogle one padahal saya lihat akun gogle saya tidak ada transaksi",2.122.0,1,tiba tiba banget dana saya disedot gara pembelian gogle one padahal saya lihat akun gogle saya tidak ada transaksi
"Muncul tulisan koneksi internet terputus padahal jaringan stabil, jadi susah buat transaksinya",2.119.0,1,"muncul tulisan koneksi internet terputus padahal jaringan stabil, jadi susah buat transaksinya"
sudah di perbarui tetap tidak ada fitur dana cicil,2.121.0,1,sudah di perbarui tetap tidak ada fitur dana cicil
saldo di no lama tidak bisa kembali ke no baru,2.121.0,1,saldo di no lama tidak bisa kembali ke no baru
"gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat"" tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu",2.121.0,1,"gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu"
"please knp dana makin kesini makin kesana, tolong lah aku gk pernh ngutang di dana cicil ngapa tiba tiba ada tagihan ngeri cok, udah 2x bayar tagihan goib gini parah jingah",2.122.0,1,"please knp dana makin kesini makin kesana, tolong lah aku gk pernh ngutang di dana cicil ngapa tiba tiba ada tagihan ngeri cok, udah 2x bayar tagihan goib gini parah jingah"
"jangan pernah download aplikasi ini, keamanan nya tidak bagus, gampang terbobol oknum tidak bertanggung jawab, dan pihak DANA nya tidak mau bertanggung jawab atas terjadinya kebobolan system yang menyebabkan saldo pengguna raib/hilang sekali lagi saya menyampaikan kekecewaan saya sebagai salah satu pengguna aplikasi DANA ini",2.119.0,1,"jangan pernah download aplikasi ini, keamanan nya tidak bagus, gampang terbobol oknum tidak bertanggung jawab, dan pihak dana nya tidak mau bertanggung jawab atas terjadinya kebobolan system yang menyebabkan saldo pengguna raib hilang sekali lagi saya menyampaikan kekecewaan saya sebagai salah satu pengguna aplikasi dana ini"
"gajelas sebelum sebelum nya kalo masuk dana tanpa harus minta kode ke whatsapp cuma verif muka doang. sekarang posisi HP hilang mau verifikasi dana malah harus ada kode padahal HP ilang, hangus tuh duit gue ampun dana ga lagi deh pake apk ginian",2.119.0,1,"gajelas sebelum sebelum nya kalo masuk dana tanpa harus minta kode ke whatsapp cuma verif muka doang. sekarang posisi hp hilang mau verifikasi dana malah harus ada kode padahal hp ilang, hangus tuh duit gue ampun dana ga lagi deh pake apk ginian"
"sistemnya ada gangguan mulu taik lah.. awal"" sih nggak ada masalah tapi makin lama makin parah nih dana, nggak konsisten mending hapus aja dari playstore. trus kami pindah ke GOPAY",2.122.0,1,"sistemnya ada gangguan mulu taik lah.. awal sih nggak ada masalah tapi makin lama makin parah nih dana, nggak konsisten mending hapus aja dari playstore. trus kami pindah ke gopay"
"gimana ini dana saya ko gabisa masuk, mana ada saldonya lebih dari 1juta .. tulisannya lagi gangguan terus",2.119.0,1,"gimana ini dana saya ko gabisa masuk, mana ada saldonya lebih dari 1juta .. tulisannya lagi gangguan terus"
